period_days,duration_days,depth,prad_re,steff_K,srad_Rsun,smass_MSun,mission_onehot,log_period,log_duration,log_depth,duration_over_period,stellar_density_catalog,flag_giant_star,flag_implausible_prad,log_prad,rp_over_rstar,a_over_rstar,duration_expected_proxy,duration_anomaly,flag_ultrashort_period,flag_long_period,flag_long_duty,normalized_radius,period_depth_ratio,log_ratio_dur_per,teff_bin_M,teff_bin_K,teff_bin_G,teff_bin_F/A,duration_over_period_sq,logdepth_x_logperiod,true,pred,p1_cand,p2_conf
0.708965461,3.946,87.2,1.13,6528.0,1.155,1.177,0,0.5358881938648626,1.5985791690992246,4.4796069630127455,5.565848621998495,0.7638889508606691,0,0,0.7561219797213337,0.0089675066048662,0.7268194031247823,0.3104902427005866,12.708893061454916,1,0,1,0.8470599523547516,0.0081303376690289,1.881881763985504,0,0,0,1,30.97867088300255,2.4005684846333626,1,0,0.0032745255279337075,0.0010377241805813234
20.486455,0.0833333333333333,,2.762,3664.0,0.371,0.357,1,3.067422736600229,0.0800427076735364,,0.0040677281289322,6.990978758762883,0,0,1.3249507308788386,0.0682377979044967,14.31612674050558,0.455502996470039,0.1829475349922963,0,0,0,20.066549454381654,,0.0040594772900782,1,0,0,0,1.6546412130906832e-05,,1,2,0.038641662091848356,0.9905777793757722
0.933745798,6.447,613.8,3.45,6367.0,1.087,1.131,0,0.6594589499228167,2.0078112667285084,6.421297011664441,6.904441347278387,0.8805897672963526,0,0,1.4929040961781488,0.0290914117169126,0.9156792334034812,0.3245897565933451,19.861933431693352,1,0,1,2.919843936457426,0.0015212541462324,2.0674247973581132,0,0,0,1,47.671310318007386,4.234581784454753,1,0,0.042634082525951626,0.003252901894318115
1.73984941,3.114,48.5,0.72,6119.0,1.031,1.075,0,1.007902959035616,1.4143957912307654,3.901972669574645,1.789809044560331,0.9809165728438216,0,0,0.5423242908253617,0.0064010184162545,1.437313512103241,0.385309608110817,8.081791506514662,0,0,1,0.6773525300057764,0.0358731822320337,1.025973150681041,0,0,0,1,3.203416415989965,3.932809799740387,1,0,0.04978380965676791,0.04724977112056944
4.539297295,1.9455,798.1,2.34,4914.0,0.724,0.783,0,1.7118676506562966,1.080278581979605,6.6834860943804175,0.4285904722637312,2.06321705488208,0,0,1.205970806988609,0.0296246027312288,3.4901211783754382,0.4139977546779108,4.699289497896172,0,0,1,4.46414092949519,0.0056876297251281,0.3566882744344928,0,1,0,0,0.1836897929152482,11.441243638581032,1,2,0.05345506797591355,0.8809213124262255
8.29482811,2.7437,559.5,2.76,5773.0,0.939,0.967,0,2.2294581282643833,1.3200744271997813,6.328829242512215,0.3307723358269403,1.1679632361021413,0,0,1.324418957401803,0.0269413116032002,4.315333490343227,0.6118471133756007,4.484282847360355,0,0,1,3.1302383290878533,0.0148254299916874,0.2857594773198342,0,0,1,0,0.1094103381484101,14.109859797116176,1,2,0.05600750169178217,0.8309999911568046
4.74701479,2.464,3622.0,13333.5,6531.0,1.921,1.234,0,1.7486805530389102,1.2424239907001886,8.195057690895077,0.5190629458597188,0.1740736372092232,0,1,9.49810994060006,63.61976311976718,1.5770949902637146,0.9581035433943378,2.57174440616953,0,0,1,3613.1776723586145,0.0013106059600714,0.4180936617673867,0,0,0,1,0.2694263417645693,14.330538015100178,1,0,0.057549554379034376,0.005128027775486292
0.982090079,1.44892,5396.7,29.95,5472.0,0.742,0.75,0,0.6841518834118743,0.8956471110420257,8.593728215894227,1.4753417793748231,1.835897728335545,0,1,3.432372999130605,0.369971410659977,1.2098090059510214,0.2583950208913037,5.607361889715398,1,0,1,54.39866319144878,0.0001819797429236,0.9063784791634338,0,0,1,0,2.1766333659688692,5.879415344433802,1,0,0.06127310695796151,0.007088812089211782
9.95639775,5.615,510.5,28.15,6161.0,1.053,1.15,0,2.393923555049988,1.889339797566919,6.2373475853916815,0.5639589314359271,0.984945850379324,0,1,3.3724549127965013,0.2450333929157634,4.604742209764959,0.6882509363581065,8.158349731221739,0,0,1,25.387577673361537,0.0195032276415152,0.4472203831056734,0,0,0,1,0.3180496763463527,14.931733305703316,1,0,0.06302877828752686,0.05503469758554684
359.33831,18.566,977.9,2.33,5316.0,0.753,0.715,0,5.88704334016157,2.973793366035237,6.886429492267385,0.0516671878050876,1.6746347388005565,0,0,1.2029723039923526,0.0283619566541416,60.021771376674394,1.9056568245134824,9.742567506703324,0,1,1,4.109274968695438,0.3674591566265279,0.050376702860685,0,0,1,0,0.0026694982956861,40.54070887994493,1,0,0.06438245825166874,0.005128027775486292
86.049055,29.28,429.9,2.06,5733.0,0.997,0.981,0,4.46647181032529,3.410487428569248,6.065876044621792,0.3402710193590038,0.9898812412230468,0,0,1.118414915964289,0.0189385754059743,19.424871090154387,1.410061083417189,20.765043145505995,0,0,1,2.072413758412893,0.2001606294479617,0.2928718467653761,0,0,1,0,0.1157843666156155,27.093064358230706,1,0,0.06468723477356955,0.02176552791295058
10.72725536,1.7541,56197.0,12.85,3324.0,0.268,0.267,0,2.461915650631972,1.0130907104678657,10.93663644805993,0.1635180460999069,13.870250919592438,0,0,2.6282852326333477,0.4394845055376928,11.686732009783777,0.292176636785456,6.00353955661577,0,0,1,178.9070657848938,0.0001908866195636,0.151448213824635,1,0,0,0,0.0267381514003313,26.925076436750803,1,0,0.06897765754747362,0.07873736199920991
2.17693,,,7.92,3176.0,0.170856,0.14116,1,1.1559153216798317,,,,28.29657548712041,0,0,2.188295946591918,0.4248838004499755,5.118791219240395,0.1353714099502664,,0,0,0,271.3000259215939,,,1,0,0,0,,,1,2,0.07153519239188666,0.3187825047851697
4.0953585,44.35,226.8,7.76,6839.0,1.7,1.313,0,1.6283300273004009,3.814410176561146,5.428468051013081,10.829330123521514,0.2672500982596991,0,0,2.1701959049483,0.0418396503917633,1.6487963419586738,0.7906324506332536,56.09426209386677,0,0,1,2.685120178159108,0.0180571360841522,2.470582051156385,0,0,0,1,117.27439092421048,8.839337529705483,1,0,0.07531803259749886,9.074297666669463e-05
2.94242323,1.519,293.3,1.42,5436.0,0.819,0.919,0,1.3717955672494868,0.9238619973704733,5.684599655239428,0.516240990851275,1.6728731687142526,0,0,0.883767540168595,0.0158920413787124,2.437572259616716,0.3842354692811995,3.953294706360461,0,0,1,2.116995297885092,0.0100321282302616,0.4162342395280667,0,0,1,0,0.2665047606351061,7.798108608645408,1,2,0.07793430903297514,0.8373370505985778
0.582895412,1.0528,587.5,5.87,6263.0,1.009,1.068,0,0.4592557092278769,0.7192047148792349,6.377576926700331,1.8061528229135848,1.03967435397763,0,0,1.927164106234258,0.0533239337863542,0.7069020572462157,0.2624706616971315,4.011099686696219,1,0,1,5.765743820242379,0.0009921624000266,1.031814443102987,0,0,0,1,3.262188019718711,2.9289386146271044,1,0,0.08425061660156374,0.003919568560984782
1.56493,,,2.22,3938.0,0.624202,0.607401,1,0.9419311878019988,,,,2.497458321758414,0,0,1.169381359556317,0.0325989087013112,1.8287847575912264,0.272384301746314,,0,0,0,5.697725837985146,,,1,0,0,0,,,1,2,0.08765261889213008,0.9713604226884687
4.13029832,2.461,325.3,1.44,5490.0,0.81,0.864,0,1.6351638095386969,1.241557564653207,5.787817203599275,0.5958405939451381,1.6257653704449402,0,0,0.8919980393051105,0.0162949382003718,3.0269597044086884,0.4343347991742587,5.666122858577975,0,0,1,2.1947840347751333,0.0126968899311596,0.4674006155589395,0,0,1,0,0.3550260133928949,9.464029227551,1,2,0.09037473737179291,0.9504667678925239
13.8253157,,,,5163.0,0.75,0.78,1,2.696336239766664,,,,1.848884506347837,0,0,,,7.070005145820042,0.6224511231474513,,0,0,0,,,,0,1,0,0,,,1,2,0.09557901691086382,0.9870442104711785
9.9092109,2.552,942.0,2.35,5396.0,0.702,0.784,0,2.3896074690898517,1.2675108251299236,6.849066282633458,0.257538139839355,2.2662273207300885,0,0,1.208960345836975,0.0306835774873469,6.05982856412788,0.5205094889812246,4.902879104309564,0,0,1,4.7686204482503225,0.010519332143271,0.2291559524239465,0,0,1,0,0.0663258934719151,16.366579945272374,1,2,0.09605112073218833,0.916538735387215
374.05697,22.53,961.1,2.34,5302.0,0.771,0.865,0,5.927077934431736,3.158276202739271,6.869118395367219,0.0602314667195441,1.8873481759034072,0,0,1.205970806988609,0.0278186931179798,64.15673618934693,1.8558611123827744,12.13991052981481,0,1,1,3.9364647854626686,0.3891967216955639,0.0584872491156052,0,0,1,0,0.0036278295831875,40.71380007018018,1,0,0.09792905570346175,0.003919568560984782
11.416439,0.0833333333333333,,3.034,3668.0,0.451,0.496,1,2.5190213204188905,0.0800427076735364,,0.0072994149956845,5.406887290850889,0,0,1.39475843953202,0.0616615269528042,8.898910269315676,0.4083605434428493,0.2040675344469499,0,0,0,14.916274176261789,,0.0072729032015968,1,0,0,0,5.328145927922496e-05,,1,2,0.09988864236594976,1.0
27.765596,19.49,147.6,1.2,5897.0,0.999,1.088,0,3.359180089725152,3.0199369622508083,5.001258132283659,0.7019478097301491,1.0912694443465316,0,0,0.7884573603642702,0.0110100934022006,9.440211164575548,0.9362142222298598,20.817862749100662,0,0,1,1.2024023999951905,0.188113791488973,0.5317733655976862,0,0,1,0,0.4927307275849537,16.800126741543266,1,0,0.10324803114425815,0.014474208067234092
1.151244686,1.272,269.6,40.32,6086.0,0.921,1.003,0,0.7660465983488123,0.820660500858905,5.600641715736688,1.1048901337642016,1.2838712878405747,0,1,3.721346644251438,0.4012694884782363,1.1938560601843642,0.3069483446103057,4.144006241860186,0,0,1,47.53360479674432,0.0042701953911706,0.7442632727861159,0,0,0,1,1.2207822076894754,4.290352534910546,1,0,0.1072614968036453,0.003919568560984782
12.732624065,2.2083,6465.7,4.87,3950.0,0.541,0.563,0,2.619774320601256,1.1657412018413762,8.7744212110092,0.173436348649759,3.555607853235066,0,0,1.7698546338400052,0.0825100666940559,8.32242726240277,0.4869875352577559,4.534603671585778,0,0,1,16.639219357527967,0.001969256857117,0.1599364942326332,1,0,0,0,0.0300801670329607,22.987003366740876,1,2,0.1090505866160592,0.9240374980706617
53.5057611,10.5616,195.6,2.52,6247.0,1.762,1.174,0,3.9983064043393552,2.447689261971184,5.281171207713066,0.1973918244592202,0.2146101733212818,0,0,1.2584609896100056,0.013109009670969,8.501265489755797,2.0033964733579372,5.271844524340683,0,0,1,0.811687004472331,0.2735468330925681,0.1801457117417101,0,0,0,1,0.0389635323633396,21.11574066221176,1,2,0.11362670368897662,0.9218531484783737
55.180772,9.791,474.6,2.37,6306.0,1.076,1.126,0,4.028574563126718,2.3787124533815964,6.1645771648166265,0.1774349917135086,0.903860126197368,0,0,1.2149127443642704,0.0201888378709478,14.013887818780914,1.2533694173693548,7.811736948882126,0,0,1,2.047026327176995,0.116267955683658,0.1633383366485036,0,0,0,1,0.0314831762843728,24.83445875861208,1,2,0.11422198431086732,0.9487135402173082
46.245164,5.663,492.1,2.46,5553.0,1.107,0.933,0,3.855350299495365,1.8965698335804,6.2007119932300805,0.1224560448643658,0.6877624502523748,0,0,1.2412685890696329,0.0203686728123037,11.372521084377908,1.2943732352912545,4.375087085015824,0,0,1,2.007425843567669,0.0939751347532,0.1155191816175598,0,0,1,0,0.0149954829238235,23.905916840184094,1,2,0.1188524129328401,0.9870442104711785
6.37705295,1.949,502.8,2.15,5672.0,0.965,1.08,0,1.9983742295909237,1.0814661298331392,6.22217936391851,0.3056270207655997,1.2018252721320508,0,0,1.1474024528375415,0.0204214413698376,3.656173841613839,0.555191816722903,3.5104921052549334,0,0,1,2.3087843337707494,0.0126830805979193,0.2666834010656283,0,0,1,0,0.0934078758220563,12.434242892747196,1,2,0.12223068234112873,0.9455742845834108
